seat_type,rank,percentile,gender,college_branch,,,
LOBCO,18498,90.0081429,F,"Government College of Engineering,Yavatmal Computer Engineering",,,"Government College of Engineering,Yavatmal Computer Engineering "
DEFOPENS,48009,72.9031949,M,"Government College of Engineering,Yavatmal Computer Engineering",,,"Government College of Engineering,Yavatmal Computer Engineering "
TFWS,10149,94.4876909,M,"Government College of Engineering,Yavatmal Computer Engineering",,,"Government College of Engineering,Yavatmal Computer Engineering "
DEFROBCS,74646,54.1664697,M,"Government College of Engineering,Yavatmal Computer Engineering",,,"Government College of Engineering,Yavatmal Computer Engineering "
EWS,24163,87.0240046,M,"Government College of Engineering,Yavatmal Computer Engineering",,,"Government College of Engineering,Yavatmal Computer Engineering "
GOPENH,59291,65.7244332,M,"Government College of Engineering,Yavatmal Electrical Engineering",,,"Government College of Engineering,Yavatmal Electrical Engineering "
GSCH,89956,41.4815869,M,"Government College of Engineering,Yavatmal Electrical Engineering",,,"Government College of Engineering,Yavatmal Electrical Engineering "
GSTH,95997,35.3945703,M,"Government College of Engineering,Yavatmal Electrical Engineering",,,"Government College of Engineering,Yavatmal Electrical Engineering "
GVJH,67364,60.0860804,M,"Government College of Engineering,Yavatmal Electrical Engineering",,,"Government College of Engineering,Yavatmal Electrical Engineering "
GNT1H,84691,45.9187639,M,"Government College of Engineering,Yavatmal Electrical Engineering",,,"Government College of Engineering,Yavatmal Electrical Engineering "
GNT2H,64003,62.3799839,M,"Government College of Engineering,Yavatmal Electrical Engineering",,,"Government College of Engineering,Yavatmal Electrical Engineering "
GNT3H,72385,56.3628587,M,"Government College of Engineering,Yavatmal Electrical Engineering",,,"Government College of Engineering,Yavatmal Electrical Engineering "
GOBCH,66703,60.6284658,M,"Government College of Engineering,Yavatmal Electrical Engineering",,,"Government College of Engineering,Yavatmal Electrical Engineering "
LOPENH,50247,71.6451268,F,"Government College of Engineering,Yavatmal Electrical Engineering",,,"Government College of Engineering,Yavatmal Electrical Engineering "
LSCH,87804,42.8034319,F,"Government College of Engineering,Yavatmal Electrical Engineering",,,"Government College of Engineering,Yavatmal Electrical Engineering "
LOBCH,55708,68.2985361,F,"Government College of Engineering,Yavatmal Electrical Engineering",,,"Government College of Engineering,Yavatmal Electrical Engineering "
GSTH,114955,12.4299468,M,"Government College of Engineering,Yavatmal Electrical Engineering",,,"Government College of Engineering,Yavatmal Electrical Engineering "
GOPENO,44899,75.182198,M,"Government College of Engineering,Yavatmal Electrical Engineering",,,"Government College of Engineering,Yavatmal Electrical Engineering "
GSCO,51672,70.9370842,M,"Government College of Engineering,Yavatmal Electrical Engineering",,,"Government College of Engineering,Yavatmal Electrical Engineering "
GSTO,105465,24.8766135,M,"Government College of Engineering,Yavatmal Electrical Engineering",,,"Government College of Engineering,Yavatmal Electrical Engineering "
GVJO,71131,57.0638559,M,"Government College of Engineering,Yavatmal Electrical Engineering",,,"Government College of Engineering,Yavatmal Electrical Engineering "
GNT2O,75707,53.8866742,M,"Government College of Engineering,Yavatmal Electrical Engineering",,,"Government College of Engineering,Yavatmal Electrical Engineering "
GNT3O,87356,43.3051128,M,"Government College of Engineering,Yavatmal Electrical Engineering",,,"Government College of Engineering,Yavatmal Electrical Engineering "
GOBCO,51215,71.1253958,M,"Government College of Engineering,Yavatmal Electrical Engineering",,,"Government College of Engineering,Yavatmal Electrical Engineering "
LOPENO,41803,77.0311313,F,"Government College of Engineering,Yavatmal Electrical Engineering",,,"Government College of Engineering,Yavatmal Electrical Engineering "
LSCO,48397,72.8897104,F,"Government College of Engineering,Yavatmal Electrical Engineering",,,"Government College of Engineering,Yavatmal Electrical Engineering "
LOBCO,42271,76.6964455,F,"Government College of Engineering,Yavatmal Electrical Engineering",,,"Government College of Engineering,Yavatmal Electrical Engineering "
DEFOPENS,117538,8.6023034,M,"Government College of Engineering,Yavatmal Electrical Engineering",,,"Government College of Engineering,Yavatmal Electrical Engineering "
TFWS,44044,75.6049358,M,"Government College of Engineering,Yavatmal Electrical Engineering",,,"Government College of Engineering,Yavatmal Electrical Engineering "
EWS,71061,57.2112851,M,"Government College of Engineering,Yavatmal Electrical Engineering",,,"Government College of Engineering,Yavatmal Electrical Engineering "
GOPENH,41714,77.0666918,M,"Government College of Engineering,Yavatmal Electronics and Telecommunication Engg",,,"Government College of Engineering,Yavatmal Electronics and Telecommunication Engg "
GSCH,63707,62.3954246,M,"Government College of Engineering,Yavatmal Electronics and Telecommunication Engg",,,"Government College of Engineering,Yavatmal Electronics and Telecommunication Engg "
GVJH,66207,60.7344231,M,"Government College of Engineering,Yavatmal Electronics and Telecommunication Engg",,,"Government College of Engineering,Yavatmal Electronics and Telecommunication Engg "
GNT1H,51553,70.9370842,M,"Government College of Engineering,Yavatmal Electronics and Telecommunication Engg",,,"Government College of Engineering,Yavatmal Electronics and Telecommunication Engg "
GNT2H,50917,71.2367422,M,"Government College of Engineering,Yavatmal Electronics and Telecommunication Engg",,,"Government College of Engineering,Yavatmal Electronics and Telecommunication Engg "
GNT3H,68536,59.4192464,M,"Government College of Engineering,Yavatmal Electronics and Telecommunication Engg",,,"Government College of Engineering,Yavatmal Electronics and Telecommunication Engg "
GOBCH,47845,73.2440997,M,"Government College of Engineering,Yavatmal Electronics and Telecommunication Engg",,,"Government College of Engineering,Yavatmal Electronics and Telecommunication Engg "
LOPENH,39093,78.482599,F,"Government College of Engineering,Yavatmal Electronics and Telecommunication Engg",,,"Government College of Engineering,Yavatmal Electronics and Telecommunication Engg "
LSCH,53982,69.3871747,F,"Government College of Engineering,Yavatmal Electronics and Telecommunication Engg",,,"Government College of Engineering,Yavatmal Electronics and Telecommunication Engg "
LOBCH,41348,77.0895594,F,"Government College of Engineering,Yavatmal Electronics and Telecommunication Engg",,,"Government College of Engineering,Yavatmal Electronics and Telecommunication Engg "
GSTH,93826,36.7166438,M,"Government College of Engineering,Yavatmal Electronics and Telecommunication Engg",,,"Government College of Engineering,Yavatmal Electronics and Telecommunication Engg "
GOPENO,32850,82.3797757,M,"Government College of Engineering,Yavatmal Electronics and Telecommunication Engg",,,"Government College of Engineering,Yavatmal Electronics and Telecommunication Engg "
GSCO,39550,78.3496848,M,"Government College of Engineering,Yavatmal Electronics and Telecommunication Engg",,,"Government College of Engineering,Yavatmal Electronics and Telecommunication Engg "
GSTO,82212,48.2193247,M,"Government College of Engineering,Yavatmal Electronics and Telecommunication Engg",,,"Government College of Engineering,Yavatmal Electronics and Telecommunication Engg "
GVJO,62004,64.0075195,M,"Government College of Engineering,Yavatmal Electronics and Telecommunication Engg",,,"Government College of Engineering,Yavatmal Electronics and Telecommunication Engg "
GNT1O,78475,51.2359011,M,"Government College of Engineering,Yavatmal Electronics and Telecommunication Engg",,,"Government College of Engineering,Yavatmal Electronics and Telecommunication Engg "
GNT2O,44313,75.5619344,M,"Government College of Engineering,Yavatmal Electronics and Telecommunication Engg",,,"Government College of Engineering,Yavatmal Electronics and Telecommunication Engg "
GOBCO,33370,81.8334533,M,"Government College of Engineering,Yavatmal Electronics and Telecommunication Engg",,,"Government College of Engineering,Yavatmal Electronics and Telecommunication Engg "
LOPENO,25216,86.402198,F,"Government College of Engineering,Yavatmal Electronics and Telecommunication Engg",,,"Government College of Engineering,Yavatmal Electronics and Telecommunication Engg "
LSCO,36376,80.2788844,F,"Government College of Engineering,Yavatmal Electronics and Telecommunication Engg",,,"Government College of Engineering,Yavatmal Electronics and Telecommunication Engg "
LOBCO,28138,84.8685155,F,"Government College of Engineering,Yavatmal Electronics and Telecommunication Engg",,,"Government College of Engineering,Yavatmal Electronics and Telecommunication Engg "
DEFOPENS,101980,28.6995083,M,"Government College of Engineering,Yavatmal Electronics and Telecommunication Engg",,,"Government College of Engineering,Yavatmal Electronics and Telecommunication Engg "
TFWS,25137,86.402198,M,"Government College of Engineering,Yavatmal Electronics and Telecommunication Engg",,,"Government College of Engineering,Yavatmal Electronics and Telecommunication Engg "
DEFROBCS,102806,28.1605922,M,"Government College of Engineering,Yavatmal Electronics and Telecommunication Engg",,,"Government College of Engineering,Yavatmal Electronics and Telecommunication Engg "
EWS,44532,75.4846987,M,"Government College of Engineering,Yavatmal Electronics and Telecommunication Engg",,,"Government College of Engineering,Yavatmal Electronics and Telecommunication Engg "
GOPENH,70771,57.4413646,M,"Government College of Engineering,Yavatmal Mechanical Engineering",,,"Government College of Engineering,Yavatmal Mechanical Engineering "
GSCH,100838,29.3528763,M,"Government College of Engineering,Yavatmal Mechanical Engineering",,,"Government College of Engineering,Yavatmal Mechanical Engineering "
GSTH,120495,4.0235666,M,"Government College of Engineering,Yavatmal Mechanical Engineering",,,"Government College of Engineering,Yavatmal Mechanical Engineering "
GVJH,72461,56.3628587,M,"Government College of Engineering,Yavatmal Mechanical Engineering",,,"Government College of Engineering,Yavatmal Mechanical Engineering "
GNT1H,92687,38.6417086,M,"Government College of Engineering,Yavatmal Mechanical Engineering",,,"Government College of Engineering,Yavatmal Mechanical Engineering "
GNT2H,95363,35.6983743,M,"Government College of Engineering,Yavatmal Mechanical Engineering",,,"Government College of Engineering,Yavatmal Mechanical Engineering "
GNT3H,108413,21.2317049,M,"Government College of Engineering,Yavatmal Mechanical Engineering",,,"Government College of Engineering,Yavatmal Mechanical Engineering "
GOBCH,84149,46.1727561,M,"Government College of Engineering,Yavatmal Mechanical Engineering",,,"Government College of Engineering,Yavatmal Mechanical Engineering "
LOPENH,96418,35.1475881,F,"Government College of Engineering,Yavatmal Mechanical Engineering",,,"Government College of Engineering,Yavatmal Mechanical Engineering "
